"","ppm","x","y","z","t","s16","forward","back","right","left","up","s_name","svm","test_svm"
"1",0.096,110,65,0,1,0.096,1,0,0,0,0,"s1",0.2,-0.104
"2",0.172,110,65,0,2,0.172,1,0,0,0,0,"s1",0.2,-0.028
"3",0.285,110,65,0,3,0.285,1,0,0,0,0,"s1",0.2,0.085
"4",0.432,110,65,0,4,0.432,1,0,0,0,0,"s1",0.269216124771866,0.162783875228134
"5",0.609,110,65,0,5,0.609,1,0,0,0,0,"s1",0.426622928271293,0.182377071728707
"6",0.81,110,65,0,6,0.81,1,0,0,0,0,"s1",0.627238453458927,0.182761546541073
"7",1.033,110,65,0,7,1.033,1,0,0,0,0,"s1",0.849904264804085,0.183095735195915
"8",1.272,110,65,0,8,1.272,1,0,0,0,0,"s1",1.08910731344287,0.182892686557134
"9",1.52,110,65,0,9,1.52,1,0,0,0,0,"s1",1.33726658039734,0.18273341960266
"10",1.768,110,65,0,10,1.768,1,0,0,0,0,"s1",1.58435560954842,0.183644390451577
"11",1.768,110,65,0,11,1.768,1,0,0,0,0,"s1",1.58813576676566,0.179864233234344
"12",1.998,110,65,0,12,1.998,1,0,0,0,0,"s1",1.83408492303088,0.163915076969121
"13",2.204,110,65,0,13,2.204,1,0,0,0,0,"s1",2.08813965759282,0.115860342407178
"14",2.379,110,65,0,14,2.379,1,0,0,0,0,"s1",2.33428081016213,0.0447191898378683
"15",2.523,110,65,0,15,2.523,1,0,0,0,0,"s1",2.54756407151998,-0.02456407151998
"16",2.638,110,65,0,16,2.638,1,0,0,0,0,"s1",2.71355454605849,-0.0755545460584948
"17",2.726,110,65,0,17,2.726,1,0,0,0,0,"s1",2.83298033115656,-0.106980331156559
"18",2.791,110,65,0,18,2.791,1,0,0,0,0,"s1",2.91662780706109,-0.125627807061095
"19",2.838,110,65,0,19,2.838,1,0,0,0,0,"s1",2.97600559431937,-0.138005594319372
"20",2.873,110,65,0,20,2.873,1,0,0,0,0,"s1",3.02064035513146,-0.147640355131459
"21",2.873,110,65,0,21,2.873,1,0,0,0,0,"s1",3.0318109373352,-0.158810937335199
"22",2.897,110,65,0,22,2.897,1,0,0,0,0,"s1",3.06318940129904,-0.166189401299041
"23",2.916,110,65,0,23,2.916,1,0,0,0,0,"s1",3.08843800078632,-0.172438000786321
"24",2.932,110,65,0,24,2.932,1,0,0,0,0,"s1",3.10951726308984,-0.17751726308984
"25",2.947,110,65,0,25,2.947,1,0,0,0,0,"s1",3.12827073591087,-0.181270735910867
"26",2.968,110,65,0,26,2.968,1,0,0,0,0,"s1",3.15110912672165,-0.183109126721647
"27",2.992,110,65,0,27,2.992,1,0,0,0,0,"s1",3.17549690905954,-0.183496909059543
"28",3.022,110,65,0,28,3.022,1,0,0,0,0,"s1",3.20439037532821,-0.182390375328215
"29",3.061,110,65,0,29,3.061,1,0,0,0,0,"s1",3.24085701575022,-0.179857015750221
"30",3.107,110,65,0,30,3.107,1,0,0,0,0,"s1",3.2835404778738,-0.176540477873797
"31",3.157,110,65,0,31,3.157,1,0,0,0,0,"s1",3.33025236391103,-0.173252363911027
"32",3.157,110,65,0,32,3.157,1,0,0,0,0,"s1",3.330800114063,-0.173800114063003
"33",3.21,110,65,0,33,3.21,1,0,0,0,0,"s1",3.38192675349883,-0.171926753498835
"34",3.264,110,65,0,34,3.264,1,0,0,0,0,"s1",3.43511917037669,-0.171119170376693
"35",3.313,110,65,0,35,3.313,1,0,0,0,0,"s1",3.48435576094487,-0.171355760944869
"36",3.359,110,65,0,36,3.359,1,0,0,0,0,"s1",3.53123426295607,-0.172234262956071
"37",3.401,110,65,0,37,3.401,1,0,0,0,0,"s1",3.5744963986172,-0.173496398617205
"38",3.44,110,65,0,38,3.44,1,0,0,0,0,"s1",3.61488241682684,-0.174882416826837
"39",3.481,110,65,0,39,3.481,1,0,0,0,0,"s1",3.65679983366758,-0.175799833667582
"40",3.523,110,65,0,40,3.523,1,0,0,0,0,"s1",3.69897683573437,-0.175976835734371
"41",3.563,110,65,0,41,3.563,1,0,0,0,0,"s1",3.73862687144835,-0.175626871448348
"42",3.599,110,65,0,42,3.599,1,0,0,0,0,"s1",3.77425989360319,-0.175259893603193
"43",3.599,110,65,0,43,3.599,1,0,0,0,0,"s1",3.77969628489882,-0.180696284898815
"44",3.628,110,65,0,44,3.628,1,0,0,0,0,"s1",3.80924256519123,-0.181242565191227
"45",3.654,110,65,0,45,3.654,1,0,0,0,0,"s1",3.83598079071498,-0.181980790714984
"46",3.68,110,65,0,46,3.68,1,0,0,0,0,"s1",3.86256620764943,-0.182566207649433
"47",3.707,110,65,0,47,3.707,1,0,0,0,0,"s1",3.88991920821886,-0.18291920821886
"48",3.737,110,65,0,48,3.737,1,0,0,0,0,"s1",3.91979989991947,-0.182799899919469
"49",3.77,110,65,0,49,3.77,1,0,0,0,0,"s1",3.95216257616206,-0.182162576162064
"50",3.805,110,65,0,50,3.805,1,0,0,0,0,"s1",3.98603713820234,-0.181037138202337
"51",3.84,110,65,0,51,3.84,1,0,0,0,0,"s1",4.01965705905381,-0.179657059053808
"52",3.878,110,65,0,52,3.878,1,0,0,0,0,"s1",4.05509829056628,-0.177098290566283
"53",3.878,110,65,0,53,3.878,1,0,0,0,0,"s1",4.06145314773082,-0.18345314773082
"54",3.914,110,65,0,54,3.914,1,0,0,0,0,"s1",4.09553283790458,-0.181532837904581
"55",3.95,110,65,0,55,3.95,1,0,0,0,0,"s1",4.12858547214735,-0.178585472147346
"56",3.984,110,65,0,56,3.984,1,0,0,0,0,"s1",4.15891452417478,-0.174914524174781
"57",4.013,110,65,0,57,4.013,1,0,0,0,0,"s1",4.18474030073721,-0.171740300737213
"58",4.038,110,65,0,58,4.038,1,0,0,0,0,"s1",4.20709746227141,-0.169097462271409
"59",4.058,110,65,0,59,4.058,1,0,0,0,0,"s1",4.22579633529465,-0.167796335294653
"60",4.072,110,65,0,60,4.072,1,0,0,0,0,"s1",4.24062099183354,-0.168620991833545
"61",4.082,110,65,0,61,4.082,1,0,0,0,0,"s1",4.25263911286757,-0.170639112867573
"62",4.088,110,65,0,62,4.088,1,0,0,0,0,"s1",4.26167147704505,-0.173671477045048
"63",4.09,110,65,0,63,4.09,1,0,0,0,0,"s1",4.26733795933721,-0.177337959337215
"64",4.09,110,65,0,64,4.09,1,0,0,0,0,"s1",4.2704444113746,-0.180444411374596
"65",4.09,110,65,0,65,4.09,1,0,0,0,0,"s1",4.27223540505823,-0.182235405058227
"66",4.092,110,65,0,66,4.092,1,0,0,0,0,"s1",4.27446367287147,-0.18246367287147
"67",4.1,110,65,0,67,4.1,1,0,0,0,0,"s1",4.28089856361989,-0.180898563619893
"68",4.108,110,65,0,68,4.108,1,0,0,0,0,"s1",4.28698505268065,-0.178985052680651
"69",4.117,110,65,0,69,4.117,1,0,0,0,0,"s1",4.29365922655869,-0.176659226558686
"70",4.123,110,65,0,70,4.123,1,0,0,0,0,"s1",4.29759089437357,-0.174590894373567
"71",4.123,110,65,0,71,4.123,1,0,0,0,0,"s1",4.29595372207866,-0.172953722078661
"72",4.12,110,65,0,72,4.12,1,0,0,0,0,"s1",4.29095942923358,-0.170959429233585
"73",4.117,110,65,0,73,4.117,1,0,0,0,0,"s1",4.2853746437792,-0.168374643779204
"74",4.117,110,65,0,74,4.117,1,0,0,0,0,"s1",4.28264616026299,-0.165646160262987
"75",4.113,110,65,0,75,4.113,1,0,0,0,0,"s1",4.2754510071257,-0.162451007125701
"76",4.111,110,65,0,76,4.111,1,0,0,0,0,"s1",4.27046712156417,-0.159467121564167
"77",4.111,110,65,0,77,4.111,1,0,0,0,0,"s1",4.2680957223284,-0.157095722328405
"78",4.113,110,65,0,78,4.113,1,0,0,0,0,"s1",4.26862872546897,-0.155628725468971
"79",4.119,110,65,0,79,4.119,1,0,0,0,0,"s1",4.27468918403149,-0.155689184031491
"80",4.133,110,65,0,80,4.133,1,0,0,0,0,"s1",4.29105145976534,-0.15805145976534
"81",4.153,110,65,0,81,4.153,1,0,0,0,0,"s1",4.31468452908159,-0.161684529081589
"82",4.177,110,65,0,82,4.177,1,0,0,0,0,"s1",4.34241464879275,-0.165414648792753
"83",4.202,110,65,0,83,4.202,1,0,0,0,0,"s1",4.37036535697611,-0.168365356976109
"84",4.222,110,65,0,84,4.222,1,0,0,0,0,"s1",4.39294495274043,-0.170944952740425
"85",4.222,110,65,0,85,4.222,1,0,0,0,0,"s1",4.39804053335154,-0.176040533351535
"86",4.241,110,65,0,86,4.241,1,0,0,0,0,"s1",4.42066415039544,-0.179664150395435
"87",4.262,110,65,0,87,4.262,1,0,0,0,0,"s1",4.44467416664577,-0.182674166645771
"88",4.288,110,65,0,88,4.288,1,0,0,0,0,"s1",4.47159621617415,-0.183596216174153
"89",4.318,110,65,0,89,4.318,1,0,0,0,0,"s1",4.49933402002398,-0.181334020023977
"90",4.349,110,65,0,90,4.349,1,0,0,0,0,"s1",4.52518753984818,-0.176187539848184
"91",4.375,110,65,0,91,4.375,1,0,0,0,0,"s1",4.54703154253664,-0.172031542536639
"92",4.396,110,65,0,92,4.396,1,0,0,0,0,"s1",4.56644081330417,-0.170440813304169
"93",4.416,110,65,0,93,4.416,1,0,0,0,0,"s1",4.58530958150772,-0.169309581507723
"94",4.438,110,65,0,94,4.438,1,0,0,0,0,"s1",4.60427669291287,-0.166276692912867
"95",4.438,110,65,0,95,4.438,1,0,0,0,0,"s1",4.6203465803109,-0.1823465803109
"96",4.465,110,65,0,96,4.465,1,0,0,0,0,"s1",4.64050374035625,-0.175503740356246
"97",4.498,110,65,0,97,4.498,1,0,0,0,0,"s1",4.66005570673454,-0.162055706734541
"98",4.533,110,65,0,98,4.533,1,0,0,0,0,"s1",4.67834465571949,-0.145344655719491
"99",4.566,110,65,0,99,4.566,1,0,0,0,0,"s1",4.6961524543133,-0.130152454313305
"100",4.594,110,65,0,100,4.594,1,0,0,0,0,"s1",4.71486625633507,-0.120866256335069
"101",4.619,110,65,0,101,4.619,1,0,0,0,0,"s1",4.73489289517567,-0.115892895175667
"102",4.642,110,65,0,102,4.642,1,0,0,0,0,"s1",4.75631975823488,-0.114319758234883
"103",4.666,110,65,0,103,4.666,1,0,0,0,0,"s1",4.77888043863419,-0.112880438634194
"104",4.695,110,65,0,104,4.695,1,0,0,0,0,"s1",4.80245669472378,-0.107456694723782
"105",4.727,110,65,0,105,4.727,1,0,0,0,0,"s1",4.82759929287161,-0.100599292871613
"106",4.727,110,65,0,106,4.727,1,0,0,0,0,"s1",4.8544592244771,-0.127459224477104
"107",4.758,110,65,0,107,4.758,1,0,0,0,0,"s1",4.88225646962938,-0.124256469629383
"108",4.787,110,65,0,108,4.787,1,0,0,0,0,"s1",4.91127509505504,-0.124275095055039
"109",4.81,110,65,0,109,4.81,1,0,0,0,0,"s1",4.94047001543816,-0.130470015438161
"110",4.829,110,65,0,110,4.829,1,0,0,0,0,"s1",4.96914008464427,-0.140140084644268
"111",4.846,110,65,0,111,4.846,1,0,0,0,0,"s1",4.99685160771334,-0.150851607713344
"112",4.865,110,65,0,112,4.865,1,0,0,0,0,"s1",5.02388093683288,-0.158880936832883
"113",4.885,110,65,0,113,4.885,1,0,0,0,0,"s1",5.04964726724023,-0.164647267240234
"114",4.905,110,65,0,114,4.905,1,0,0,0,0,"s1",5.0734151140359,-0.168415114035901
"115",4.924,110,65,0,115,4.924,1,0,0,0,0,"s1",5.09442761624844,-0.170427616248436
"116",4.94,110,65,0,116,4.94,1,0,0,0,0,"s1",5.11186289737223,-0.171862897372232
"117",4.94,110,65,0,117,4.94,1,0,0,0,0,"s1",5.12299017021567,-0.182990170215667
"118",4.954,110,65,0,118,4.954,1,0,0,0,0,"s1",5.13339985274461,-0.179399852744612
"119",4.969,110,65,0,119,4.969,1,0,0,0,0,"s1",5.14007353116114,-0.171073531161137
"120",4.979,110,65,0,120,4.979,1,0,0,0,0,"s1",5.14181555229753,-0.162815552297528
"121",4.976,110,65,0,121,4.976,1,0,0,0,0,"s1",5.13736912851354,-0.16136912851354
"122",4.954,110,65,0,122,4.954,1,0,0,0,0,"s1",5.12270068383623,-0.168700683836227
"123",4.898,110,65,0,123,4.898,1,0,0,0,0,"s1",5.08070416399311,-0.182704163993108
"124",4.806,110,65,0,124,4.806,1,0,0,0,0,"s1",4.98858929337297,-0.182589293372966
"125",4.684,110,65,0,125,4.684,1,0,0,0,0,"s1",4.84751669371088,-0.163516693710879
"126",4.538,110,65,0,126,4.538,1,0,0,0,0,"s1",4.68830458118923,-0.150304581189225
"127",4.538,110,65,0,127,4.538,1,0,0,0,0,"s1",4.65518101816247,-0.117181018162468
"128",4.374,110,65,0,128,4.374,1,0,0,0,0,"s1",4.50250253201841,-0.128502532018415
"129",4.194,110,65,0,129,4.194,1,0,0,0,0,"s1",4.34901954059566,-0.15501954059566
"130",4.002,110,65,0,130,4.002,1,0,0,0,0,"s1",4.17630495071522,-0.174304950715217
"131",3.803,110,65,0,131,3.803,1,0,0,0,0,"s1",3.98636735386821,-0.18336735386821
"132",3.612,110,65,0,132,3.612,1,0,0,0,0,"s1",3.7956959245295,-0.183695924529497
"133",3.442,110,65,0,133,3.442,1,0,0,0,0,"s1",3.62324613881472,-0.181246138814722
"134",3.306,110,65,0,134,3.306,1,0,0,0,0,"s1",3.48923532475968,-0.183235324759682
"135",3.205,110,65,0,135,3.205,1,0,0,0,0,"s1",3.38866857285716,-0.183668572857164
"136",3.137,110,65,0,136,3.137,1,0,0,0,0,"s1",3.30685462728994,-0.169854627289943
"137",3.095,110,65,0,137,3.095,1,0,0,0,0,"s1",3.23445768093363,-0.139457680933635
"138",3.095,110,65,0,138,3.095,1,0,0,0,0,"s1",3.17099827368485,-0.075998273684847
"139",3.074,110,65,0,139,3.074,1,0,0,0,0,"s1",3.11164345365401,-0.037643453654006
"140",3.07,110,65,0,140,3.07,1,0,0,0,0,"s1",3.06071666163466,0.00928333836534323
"141",3.076,110,65,0,141,3.076,1,0,0,0,0,"s1",3.01913934812361,0.0568606518763937
"142",3.09,110,65,0,142,3.09,1,0,0,0,0,"s1",2.98854336981873,0.101456630181272
"143",3.11,110,65,0,143,3.11,1,0,0,0,0,"s1",2.97040788579108,0.139592114208919
"144",3.129,110,65,0,144,3.129,1,0,0,0,0,"s1",2.96299032024172,0.166009679758278
"145",3.144,110,65,0,145,3.144,1,0,0,0,0,"s1",2.96413569685064,0.179864303149361
"146",3.156,110,65,0,146,3.156,1,0,0,0,0,"s1",2.97324986678708,0.182750133212919
"147",3.16,110,65,0,147,3.16,1,0,0,0,0,"s1",2.98521770959036,0.174782290409644
"148",3.16,110,65,0,148,3.16,1,0,0,0,0,"s1",3.00115662467579,0.158843375324211
"149",3.162,110,65,0,149,3.162,1,0,0,0,0,"s1",3.02540073232933,0.136599267670674
"150",3.159,110,65,0,150,3.159,1,0,0,0,0,"s1",3.05053047154035,0.108469528459648
"151",3.149,110,65,0,151,3.149,1,0,0,0,0,"s1",3.07219645317456,0.0768035468254369
"152",3.136,110,65,0,152,3.136,1,0,0,0,0,"s1",3.09247698977796,0.0435230102220414
"153",3.12,110,65,0,153,3.12,1,0,0,0,0,"s1",3.10929593012444,0.010704069875564
"154",3.103,110,65,0,154,3.103,1,0,0,0,0,"s1",3.12346787818519,-0.0204678781851868
"155",3.084,110,65,0,155,3.084,1,0,0,0,0,"s1",3.13164848343219,-0.0476484834321922
"156",3.065,110,65,0,156,3.065,1,0,0,0,0,"s1",3.13558766692515,-0.0705876669251455
"157",3.048,110,65,0,157,3.048,1,0,0,0,0,"s1",3.1385841293316,-0.0905841293316034
"158",3.032,110,65,0,158,3.032,1,0,0,0,0,"s1",3.13860486935875,-0.106604869358746
"159",3.032,110,65,0,159,3.032,1,0,0,0,0,"s1",3.17315800067461,-0.141158000674607
"160",3.019,110,65,0,160,3.019,1,0,0,0,0,"s1",3.17248237173327,-0.153482371733271
"161",3.008,110,65,0,161,3.008,1,0,0,0,0,"s1",3.17195109587481,-0.163951095874808
"162",2.998,110,65,0,162,2.998,1,0,0,0,0,"s1",3.16920685957443,-0.171206859574425
"163",2.989,110,65,0,163,2.989,1,0,0,0,0,"s1",3.16444061323956,-0.175440613239563
"164",2.982,110,65,0,164,2.982,1,0,0,0,0,"s1",3.16121154136353,-0.179211541363531
"165",2.975,110,65,0,165,2.975,1,0,0,0,0,"s1",3.15328293388475,-0.178282933884751
"166",2.972,110,65,0,166,2.972,1,0,0,0,0,"s1",3.15484838207719,-0.182848382077194
"167",2.968,110,65,0,167,2.968,1,0,0,0,0,"s1",3.14875392021619,-0.180753920216191
"168",2.962,110,65,0,168,2.962,1,0,0,0,0,"s1",3.13081525306183,-0.168815253061835
"169",2.962,110,65,0,169,2.962,1,0,0,0,0,"s1",3.13143818139568,-0.169438181395678
"170",2.955,110,65,0,170,2.955,1,0,0,0,0,"s1",3.100860697481,-0.145860697481001
"171",2.946,110,65,0,171,2.946,1,0,0,0,0,"s1",3.05772277269473,-0.111722772694726
"172",2.939,110,65,0,172,2.939,1,0,0,0,0,"s1",3.01823974453602,-0.0792397445360238
"173",2.932,110,65,0,173,2.932,1,0,0,0,0,"s1",2.97486499802495,-0.0428649980249465
"174",2.923,110,65,0,174,2.923,1,0,0,0,0,"s1",2.9197564409841,0.00324355901590101
"175",2.916,110,65,0,175,2.916,1,0,0,0,0,"s1",2.86978257156111,0.0462174284388874
"176",2.909,110,65,0,176,2.909,1,0,0,0,0,"s1",2.81720504133815,0.0917949586618527
"177",2.901,110,65,0,177,2.901,1,0,0,0,0,"s1",2.75842298089164,0.142577019108364
"178",2.897,110,65,0,178,2.897,1,0,0,0,0,"s1",2.71420343517091,0.182796564829088
"179",0.02,70,65,0,1,0.096,1,0,0,0,0,"s2",0.202824601082441,-0.182824601082442
"180",0.028,70,65,0,2,0.172,1,0,0,0,0,"s2",0.2,-0.172
"181",0.075,70,65,0,3,0.285,1,0,0,0,0,"s2",0.227516297650107,-0.152516297650107
"182",0.195,70,65,0,4,0.432,1,0,0,0,0,"s2",0.354516608429624,-0.159516608429624
"183",0.412,70,65,0,5,0.609,1,0,0,0,0,"s2",0.59146551056504,-0.17946551056504
"184",0.734,70,65,0,6,0.81,1,0,0,0,0,"s2",0.917556584472851,-0.183556584472851
"185",1.15,70,65,0,7,1.033,1,0,0,0,0,"s2",1.30478272896663,-0.154782728966625
"186",1.637,70,65,0,8,1.272,1,0,0,0,0,"s2",1.72987236903244,-0.0928723690324398
"187",2.184,70,65,0,9,1.52,1,0,0,0,0,"s2",2.17821408990788,0.00578591009212159
"188",2.781,70,65,0,10,1.768,1,0,0,0,0,"s2",2.65812489665009,0.122875103349911
"189",2.781,70,65,0,11,1.768,1,0,0,0,0,"s2",2.66569498202796,0.115305017972043
"190",3.415,70,65,0,12,1.998,1,0,0,0,0,"s2",3.23242843262392,0.182571567376076
"191",4.077,70,65,0,13,2.204,1,0,0,0,0,"s2",3.94614292131834,0.130857078681662
"192",4.741,70,65,0,14,2.379,1,0,0,0,0,"s2",4.74061640155436,0.000383598445639954
"193",5.368,70,65,0,15,2.523,1,0,0,0,0,"s2",5.48274886069954,-0.11474886069954
"194",5.925,70,65,0,16,2.638,1,0,0,0,0,"s2",6.07950103884834,-0.154501038848342
"195",6.388,70,65,0,17,2.726,1,0,0,0,0,"s2",6.50993657487648,-0.121936574876483
"196",6.754,70,65,0,18,2.791,1,0,0,0,0,"s2",6.80597763057608,-0.0519776305760784
"197",7.04,70,65,0,19,2.838,1,0,0,0,0,"s2",7.01045520925541,0.0295447907445903
"198",7.26,70,65,0,20,2.873,1,0,0,0,0,"s2",7.15989107568776,0.100108924312241
"199",7.26,70,65,0,21,2.873,1,0,0,0,0,"s2",7.20308662984795,0.0569133701520483
"200",7.426,70,65,0,22,2.897,1,0,0,0,0,"s2",7.30542488110424,0.120575118895764
"201",7.547,70,65,0,23,2.916,1,0,0,0,0,"s2",7.38573569539939,0.161264304600607
"202",7.632,70,65,0,24,2.932,1,0,0,0,0,"s2",7.45073847659275,0.181261523407247
"203",7.689,70,65,0,25,2.947,1,0,0,0,0,"s2",7.5059436397463,0.183056360253701
"204",7.728,70,65,0,26,2.968,1,0,0,0,0,"s2",7.56733161575238,0.160668384247615
"205",7.755,70,65,0,27,2.992,1,0,0,0,0,"s2",7.62659678009803,0.128403219901972
"206",7.776,70,65,0,28,3.022,1,0,0,0,0,"s2",7.68818732258929,0.0878126774107129
"207",7.792,70,65,0,29,3.061,1,0,0,0,0,"s2",7.75359982246601,0.0384001775339868
"208",7.809,70,65,0,30,3.107,1,0,0,0,0,"s2",7.81414374167866,-0.00514374167865927
"209",7.828,70,65,0,31,3.157,1,0,0,0,0,"s2",7.86284315754994,-0.0348431575499406
"210",7.828,70,65,0,32,3.157,1,0,0,0,0,"s2",7.85702212454566,-0.0290221245456612
"211",7.854,70,65,0,33,3.21,1,0,0,0,0,"s2",7.89422201476543,-0.040222014765428
"212",7.89,70,65,0,34,3.264,1,0,0,0,0,"s2",7.91986349478937,-0.0298634947893657
"213",7.932,70,65,0,35,3.313,1,0,0,0,0,"s2",7.935064725677,-0.00306472567699956
"214",7.976,70,65,0,36,3.359,1,0,0,0,0,"s2",7.94531817194712,0.0306818280528791
"215",8.019,70,65,0,37,3.401,1,0,0,0,0,"s2",7.95335300793265,0.0656469920673466
"216",8.058,70,65,0,38,3.44,1,0,0,0,0,"s2",7.96126807996229,0.0967319200377084
"217",8.096,70,65,0,39,3.481,1,0,0,0,0,"s2",7.97066241338347,0.125337586616533
"218",8.132,70,65,0,40,3.523,1,0,0,0,0,"s2",7.98192914698432,0.150070853015677
"219",8.165,70,65,0,41,3.563,1,0,0,0,0,"s2",7.99522031699527,0.169779683004728
"220",8.193,70,65,0,42,3.599,1,0,0,0,0,"s2",8.01064363514619,0.182356364853813
"221",8.193,70,65,0,43,3.599,1,0,0,0,0,"s2",8.02237362017232,0.170626379827679
"222",8.218,70,65,0,44,3.628,1,0,0,0,0,"s2",8.04034491457941,0.177655085420593
"223",8.24,70,65,0,45,3.654,1,0,0,0,0,"s2",8.05922141684213,0.180778583157869
"224",8.262,70,65,0,46,3.68,1,0,0,0,0,"s2",8.07973065992901,0.182269340070995
"225",8.285,70,65,0,47,3.707,1,0,0,0,0,"s2",8.10219294917779,0.182807050822211
"226",8.307,70,65,0,48,3.737,1,0,0,0,0,"s2",8.12740253626362,0.179597463736378
"227",8.327,70,65,0,49,3.77,1,0,0,0,0,"s2",8.15491592417611,0.172084075823889
"228",8.347,70,65,0,50,3.805,1,0,0,0,0,"s2",8.18335682203142,0.163643177968583
"229",8.366,70,65,0,51,3.84,1,0,0,0,0,"s2",8.21091456427971,0.155085435720286
"230",8.39,70,65,0,52,3.878,1,0,0,0,0,"s2",8.23684938243988,0.153150617560119
"231",8.39,70,65,0,53,3.878,1,0,0,0,0,"s2",8.25609666611701,0.133903333882992
"232",8.42,70,65,0,54,3.914,1,0,0,0,0,"s2",8.28071967958704,0.139280320412956
"233",8.451,70,65,0,55,3.95,1,0,0,0,0,"s2",8.30073678578359,0.150263214216409
"234",8.479,70,65,0,56,3.984,1,0,0,0,0,"s2",8.31562046899416,0.163379531005837
"235",8.501,70,65,0,57,4.013,1,0,0,0,0,"s2",8.32725535610136,0.173744643898637
"236",8.516,70,65,0,58,4.038,1,0,0,0,0,"s2",8.33704069727851,0.178959302721486
"237",8.529,70,65,0,59,4.058,1,0,0,0,0,"s2",8.34714038953508,0.181859610464922
"238",8.542,70,65,0,60,4.072,1,0,0,0,0,"s2",8.35961245694717,0.182387543052828
"239",8.553,70,65,0,61,4.082,1,0,0,0,0,"s2",8.37337516328816,0.179624836711842
"240",8.56,70,65,0,62,4.088,1,0,0,0,0,"s2",8.38818031227309,0.171819687726911
"241",8.56,70,65,0,63,4.09,1,0,0,0,0,"s2",8.40319306040217,0.156806939597832
"242",8.56,70,65,0,64,4.09,1,0,0,0,0,"s2",8.41627650884375,0.143723491156246
"243",8.552,70,65,0,65,4.09,1,0,0,0,0,"s2",8.42634241249922,0.125657587500783
"244",8.538,70,65,0,66,4.092,1,0,0,0,0,"s2",8.43358213343844,0.104417866561562
"245",8.522,70,65,0,67,4.1,1,0,0,0,0,"s2",8.43907182475434,0.0829281752456588
"246",8.505,70,65,0,68,4.108,1,0,0,0,0,"s2",8.44392619423811,0.061073805761886
"247",8.492,70,65,0,69,4.117,1,0,0,0,0,"s2",8.44838865955104,0.0436113404489653
"248",8.482,70,65,0,70,4.123,1,0,0,0,0,"s2",8.45250338487284,0.0294966151271598
"249",8.471,70,65,0,71,4.123,1,0,0,0,0,"s2",8.45542315776917,0.0155768422308267
"250",8.46,70,65,0,72,4.12,1,0,0,0,0,"s2",8.45624777595042,0.00375222404958109
"251",8.446,70,65,0,73,4.117,1,0,0,0,0,"s2",8.45554696272229,-0.00954696272228794
"252",8.446,70,65,0,74,4.117,1,0,0,0,0,"s2",8.45579076463179,-0.00979076463178963
"253",8.427,70,65,0,75,4.113,1,0,0,0,0,"s2",8.45285781595541,-0.0258578159554084
"254",8.407,70,65,0,76,4.111,1,0,0,0,0,"s2",8.4512142126816,-0.0442142126816005
"255",8.386,70,65,0,77,4.111,1,0,0,0,0,"s2",8.45194877493835,-0.0659487749383487
"256",8.367,70,65,0,78,4.113,1,0,0,0,0,"s2",8.45586974019941,-0.0888697401994101
"257",8.355,70,65,0,79,4.119,1,0,0,0,0,"s2",8.46572549787035,-0.110725497870348
"258",8.355,70,65,0,80,4.133,1,0,0,0,0,"s2",8.48574892292629,-0.130748922926287
"259",8.366,70,65,0,81,4.153,1,0,0,0,0,"s2",8.51211835426501,-0.14611835426501
"260",8.391,70,65,0,82,4.177,1,0,0,0,0,"s2",8.54067305558793,-0.149673055587932
"261",8.429,70,65,0,83,4.202,1,0,0,0,0,"s2",8.56769162499237,-0.138691624992367
"262",8.476,70,65,0,84,4.222,1,0,0,0,0,"s2",8.59128445446015,-0.11528445446015
"263",8.476,70,65,0,85,4.222,1,0,0,0,0,"s2",8.61071300025464,-0.134713000254639
"264",8.53,70,65,0,86,4.241,1,0,0,0,0,"s2",8.63659677447608,-0.106596774476083
"265",8.591,70,65,0,87,4.262,1,0,0,0,0,"s2",8.6623234153299,-0.0713234153299052
"266",8.657,70,65,0,88,4.288,1,0,0,0,0,"s2",8.68614994256437,-0.02914994256437
"267",8.724,70,65,0,89,4.318,1,0,0,0,0,"s2",8.70520868020174,0.0187913197982574
"268",8.789,70,65,0,90,4.349,1,0,0,0,0,"s2",8.71884172012367,0.0701582798763329
"269",8.85,70,65,0,91,4.375,1,0,0,0,0,"s2",8.73287691504294,0.117123084957056
"270",8.901,70,65,0,92,4.396,1,0,0,0,0,"s2",8.75077681075902,0.150223189240977
"271",8.941,70,65,0,93,4.416,1,0,0,0,0,"s2",8.76973624244891,0.171263757551088
"272",8.969,70,65,0,94,4.438,1,0,0,0,0,"s2",8.78595526713208,0.183044732867922
"273",8.969,70,65,0,95,4.438,1,0,0,0,0,"s2",8.83377389302322,0.135226106976782
"274",8.987,70,65,0,96,4.465,1,0,0,0,0,"s2",8.84493239464537,0.142067605354631
"275",8.997,70,65,0,97,4.498,1,0,0,0,0,"s2",8.84446254903294,0.152537450967058
"276",9.001,70,65,0,98,4.533,1,0,0,0,0,"s2",8.83697097984624,0.164029020153757
"277",9.003,70,65,0,99,4.566,1,0,0,0,0,"s2",8.83056803057585,0.172431969424151
"278",9.003,70,65,0,100,4.594,1,0,0,0,0,"s2",8.83375168538948,0.169248314610517
"279",9.001,70,65,0,101,4.619,1,0,0,0,0,"s2",8.84394048427022,0.157059515729781
"280",8.996,70,65,0,102,4.642,1,0,0,0,0,"s2",8.85952262102917,0.136477378970829
