"","ppm","x","y","z","t","s16","forward","back","right","left","up","s_name","svm","test_svm"
"862",3.235,190,65,0,150,3.159,1,0,0,0,0,"s5",3.27518619716989,-0.0401861971698874
"863",3.242,190,65,0,151,3.149,1,0,0,0,0,"s5",3.25166224384314,-0.00966224384313996
"864",3.244,190,65,0,152,3.136,1,0,0,0,0,"s5",3.2250553006342,0.0189446993657958
"865",3.244,190,65,0,153,3.12,1,0,0,0,0,"s5",3.19566332071724,0.0483366792827558
"866",3.242,190,65,0,154,3.103,1,0,0,0,0,"s5",3.16560690892346,0.0763930910765414
"867",3.235,190,65,0,155,3.084,1,0,0,0,0,"s5",3.13417247487394,0.100827525126064
"868",3.227,190,65,0,156,3.065,1,0,0,0,0,"s5",3.10341180337996,0.123588196620042
"869",3.218,190,65,0,157,3.048,1,0,0,0,0,"s5",3.07530299691242,0.142697003087583
"870",3.218,190,65,0,158,3.032,1,0,0,0,0,"s5",3.04901098625737,0.168989013742634
"871",3.206,190,65,0,159,3.032,1,0,0,0,0,"s5",3.03731367109111,0.16868632890889
"872",3.193,190,65,0,160,3.019,1,0,0,0,0,"s5",3.01524882941588,0.177751170584121
"873",3.178,190,65,0,161,3.008,1,0,0,0,0,"s5",2.99575629030328,0.182243709696725
"874",3.161,190,65,0,162,2.998,1,0,0,0,0,"s5",2.9779646744548,0.183035325545197
"875",3.142,190,65,0,163,2.989,1,0,0,0,0,"s5",2.96181161161445,0.180188388385554
"876",3.123,190,65,0,164,2.982,1,0,0,0,0,"s5",2.94788541665907,0.175114583340928
"877",3.089,190,65,0,165,2.975,1,0,0,0,0,"s5",2.93471099841139,0.15428900158861
"878",3.078,190,65,0,166,2.972,1,0,0,0,0,"s5",2.92464328636772,0.153356713632277
"879",3.078,190,65,0,167,2.968,1,0,0,0,0,"s5",2.9144504391516,0.1635495608484
"880",3.067,190,65,0,168,2.962,1,0,0,0,0,"s5",2.90374964702446,0.163250352975538
"881",3.056,190,65,0,169,2.962,1,0,0,0,0,"s5",2.89642701501906,0.159572984980943
"882",3.044,190,65,0,170,2.955,1,0,0,0,0,"s5",2.88631194234242,0.157688057657584
"883",3.035,190,65,0,171,2.946,1,0,0,0,0,"s5",2.87600907904955,0.158990920950449
"884",3.028,190,65,0,172,2.939,1,0,0,0,0,"s5",2.86708396305401,0.160916036945985
"885",3.022,190,65,0,173,2.932,1,0,0,0,0,"s5",2.85861594230534,0.163384057694665
"886",3.018,190,65,0,174,2.923,1,0,0,0,0,"s5",2.84986202477833,0.168137975221665
"887",3.013,190,65,0,175,2.916,1,0,0,0,0,"s5",2.84209312918478,0.170906870815216
"888",3.007,190,65,0,176,2.909,1,0,0,0,0,"s5",2.83451275132528,0.172487248674718
"889",3.003,190,65,0,177,2.901,1,0,0,0,0,"s5",2.82673650933054,0.176263490669458
"890",3.003,190,65,0,178,2.897,1,0,0,0,0,"s5",2.820069925511,0.182930074489002
"1069",0.024,140,65,0,1,0.096,1,0,0,0,0,"s7",0.20682461844125,-0.18282461844125
"1070",0.026,140,65,0,2,0.172,1,0,0,0,0,"s7",0.2,-0.174
"1071",0.031,140,65,0,3,0.285,1,0,0,0,0,"s7",0.2,-0.169
"1072",0.04,140,65,0,4,0.432,1,0,0,0,0,"s7",0.2,-0.16
"1073",0.066,140,65,0,5,0.609,1,0,0,0,0,"s7",0.201015772960804,-0.135015772960804
"1074",0.066,140,65,0,6,0.81,1,0,0,0,0,"s7",0.248489257615432,-0.182489257615432
"1075",0.117,140,65,0,7,1.033,1,0,0,0,0,"s7",0.300181356200853,-0.183181356200853
"1076",0.199,140,65,0,8,1.272,1,0,0,0,0,"s7",0.378920750935025,-0.179920750935025
"1077",0.312,140,65,0,9,1.52,1,0,0,0,0,"s7",0.493160610694206,-0.181160610694206
"1078",0.452,140,65,0,10,1.768,1,0,0,0,0,"s7",0.634449984041232,-0.182449984041232
"1079",0.614,140,65,0,11,1.768,1,0,0,0,0,"s7",0.637611578392273,-0.0236115783922727
"1080",0.795,140,65,0,12,1.998,1,0,0,0,0,"s7",0.800249179742811,-0.00524917974281103
"1081",0.991,140,65,0,13,2.204,1,0,0,0,0,"s7",0.986804053404188,0.00419594659581179
"1082",1.197,140,65,0,14,2.379,1,0,0,0,0,"s7",1.19208525506042,0.00491474493958255
"1083",1.404,140,65,0,15,2.523,1,0,0,0,0,"s7",1.39929641236414,0.00470358763585677
"1084",1.404,140,65,0,16,2.638,1,0,0,0,0,"s7",1.58681885883677,-0.182818858836768
"1085",1.601,140,65,0,17,2.726,1,0,0,0,0,"s7",1.74044800266922,-0.139448002669223
"1086",1.779,140,65,0,18,2.791,1,0,0,0,0,"s7",1.85947750873833,-0.0804775087383336
"1087",1.93,140,65,0,19,2.838,1,0,0,0,0,"s7",1.95054734839005,-0.0205473483900462
"1088",2.054,140,65,0,20,2.873,1,0,0,0,0,"s7",2.02305888119085,0.0309411188091522
"1089",2.155,140,65,0,21,2.873,1,0,0,0,0,"s7",2.04799731204298,0.107002687957023
"1090",2.237,140,65,0,22,2.897,1,0,0,0,0,"s7",2.10391287590988,0.133087124090125
"1091",2.306,140,65,0,23,2.916,1,0,0,0,0,"s7",2.15200427103108,0.153995728968915
"1092",2.365,140,65,0,24,2.932,1,0,0,0,0,"s7",2.19504187051785,0.169958129482153
"1093",2.418,140,65,0,25,2.947,1,0,0,0,0,"s7",2.23555560308653,0.182444396913474
"1094",2.465,140,65,0,26,2.968,1,0,0,0,0,"s7",2.28171793924754,0.183282060752461
"1095",2.465,140,65,0,27,2.992,1,0,0,0,0,"s7",2.32938685061612,0.135613149383884
"1096",2.508,140,65,0,28,3.022,1,0,0,0,0,"s7",2.38133457216444,0.126665427835559
"1097",2.55,140,65,0,29,3.061,1,0,0,0,0,"s7",2.43967283073748,0.110327169262516
"1098",2.592,140,65,0,30,3.107,1,0,0,0,0,"s7",2.50107345259305,0.0909265474069518
"1099",2.638,140,65,0,31,3.157,1,0,0,0,0,"s7",2.56209166010439,0.0759083398956135
"1100",2.688,140,65,0,32,3.157,1,0,0,0,0,"s7",2.57715296908443,0.110847030915568
"1101",2.743,140,65,0,33,3.21,1,0,0,0,0,"s7",2.63657041958599,0.106429580414007
"1102",2.801,140,65,0,34,3.264,1,0,0,0,0,"s7",2.69417261252769,0.106827387472315
"1103",2.858,140,65,0,35,3.313,1,0,0,0,0,"s7",2.74619593481081,0.111804065189194
"1104",2.916,140,65,0,36,3.359,1,0,0,0,0,"s7",2.79514254725293,0.120857452747067
"1105",2.972,140,65,0,37,3.401,1,0,0,0,0,"s7",2.84077686040901,0.131223139590993
"1106",2.972,140,65,0,38,3.44,1,0,0,0,0,"s7",2.88414175223796,0.0878582477620387
"1107",3.026,140,65,0,39,3.481,1,0,0,0,0,"s7",2.92912566472467,0.0968743352753343
"1108",3.081,140,65,0,40,3.523,1,0,0,0,0,"s7",2.97493900939044,0.10606099060956
"1109",3.133,140,65,0,41,3.563,1,0,0,0,0,"s7",3.01924394061785,0.113756059382146
"1110",3.18,140,65,0,42,3.599,1,0,0,0,0,"s7",3.06052745741214,0.119472542587864
"1111",3.223,140,65,0,43,3.599,1,0,0,0,0,"s7",3.07535536462974,0.147644635370257
"1112",3.262,140,65,0,44,3.628,1,0,0,0,0,"s7",3.11157665654447,0.150423343455528
"1113",3.303,140,65,0,45,3.654,1,0,0,0,0,"s7",3.14543574271796,0.157564257282036
"1114",3.347,140,65,0,46,3.68,1,0,0,0,0,"s7",3.17916537195385,0.167834628046153
"1115",3.396,140,65,0,47,3.707,1,0,0,0,0,"s7",3.21345996059697,0.182540039403031
"1116",3.396,140,65,0,48,3.737,1,0,0,0,0,"s7",3.24967574667839,0.146324253321612
"1117",3.447,140,65,0,49,3.77,1,0,0,0,0,"s7",3.28752842243521,0.159471577564787
"1118",3.493,140,65,0,50,3.805,1,0,0,0,0,"s7",3.32594091412229,0.167059085877713
"1119",3.534,140,65,0,51,3.84,1,0,0,0,0,"s7",3.36331203324012,0.170687966759883
"1120",3.57,140,65,0,52,3.878,1,0,0,0,0,"s7",3.40106580953113,0.168934190468867
"1121",3.601,140,65,0,53,3.878,1,0,0,0,0,"s7",3.41758389001839,0.183416109981605
"1122",3.628,140,65,0,54,3.914,1,0,0,0,0,"s7",3.45358302499452,0.174416975005482
"1123",3.65,140,65,0,55,3.95,1,0,0,0,0,"s7",3.48800354794502,0.161996452054983
"1124",3.664,140,65,0,56,3.984,1,0,0,0,0,"s7",3.5199526138503,0.144047386149695
"1125",3.67,140,65,0,57,4.013,1,0,0,0,0,"s7",3.54880855414024,0.121191445859761
"1126",3.671,140,65,0,58,4.038,1,0,0,0,0,"s7",3.57561258126091,0.0953874187390862
"1127",3.671,140,65,0,59,4.058,1,0,0,0,0,"s7",3.60060377117888,0.0703962288211177
"1128",3.671,140,65,0,60,4.072,1,0,0,0,0,"s7",3.62388933380176,0.0471106661982401
"1129",3.672,140,65,0,61,4.082,1,0,0,0,0,"s7",3.64599364211689,0.0260063578831056
"1130",3.677,140,65,0,62,4.088,1,0,0,0,0,"s7",3.66670089590988,0.0102991040901159
"1131",3.687,140,65,0,63,4.09,1,0,0,0,0,"s7",3.68556825874766,0.00143174125233569
"1132",3.7,140,65,0,64,4.09,1,0,0,0,0,"s7",3.70278764914298,-0.00278764914298035
"1133",3.715,140,65,0,65,4.09,1,0,0,0,0,"s7",3.71897324257849,-0.00397324257849085
"1134",3.733,140,65,0,66,4.092,1,0,0,0,0,"s7",3.73526812710302,-0.0022681271030196
"1135",3.751,140,65,0,67,4.1,1,0,0,0,0,"s7",3.75444624781147,-0.00344624781147296
"1136",3.772,140,65,0,68,4.108,1,0,0,0,0,"s7",3.77344640897237,-0.0014464089723738
"1137",3.772,140,65,0,69,4.117,1,0,0,0,0,"s7",3.79293622313619,-0.0209362231361929
"1138",3.793,140,65,0,70,4.123,1,0,0,0,0,"s7",3.81030159172986,-0.0173015917298556
"1139",3.818,140,65,0,71,4.123,1,0,0,0,0,"s7",3.82295478341628,-0.00495478341627864
"1140",3.845,140,65,0,72,4.12,1,0,0,0,0,"s7",3.83221247057235,0.0127875294276465
"1141",3.874,140,65,0,73,4.117,1,0,0,0,0,"s7",3.84013911628787,0.0338608837121295
"1142",3.902,140,65,0,74,4.117,1,0,0,0,0,"s7",3.84974787463623,0.0522521253637658
"1143",3.934,140,65,0,75,4.113,1,0,0,0,0,"s7",3.85427622955386,0.0797237704461375
"1144",3.967,140,65,0,76,4.111,1,0,0,0,0,"s7",3.85970571489054,0.107294285109458
"1145",4.001,140,65,0,77,4.111,1,0,0,0,0,"s7",3.86650583229255,0.134494167707449
"1146",4.037,140,65,0,78,4.113,1,0,0,0,0,"s7",3.87507175972391,0.161928240276093
"1147",4.071,140,65,0,79,4.119,1,0,0,0,0,"s7",3.88831646234521,0.182683537654789
"1148",4.071,140,65,0,80,4.133,1,0,0,0,0,"s7",3.91181555623722,0.15918444376278
"1149",4.102,140,65,0,81,4.153,1,0,0,0,0,"s7",3.94293419778719,0.159065802212809
"1150",4.131,140,65,0,82,4.177,1,0,0,0,0,"s7",3.97859323600136,0.152406763998643
"1151",4.159,140,65,0,83,4.202,1,0,0,0,0,"s7",4.01460100901162,0.144398990988384
"1152",4.187,140,65,0,84,4.222,1,0,0,0,0,"s7",4.0441316121776,0.142868387822404
"1153",4.218,140,65,0,85,4.222,1,0,0,0,0,"s7",4.05098618818006,0.167013811819936
"1154",4.251,140,65,0,86,4.241,1,0,0,0,0,"s7",4.07897318092444,0.172026819075556
"1155",4.287,140,65,0,87,4.262,1,0,0,0,0,"s7",4.10841542763935,0.178584572360649
"1156",4.324,140,65,0,88,4.288,1,0,0,0,0,"s7",4.14189458700658,0.18210541299342
"1157",4.361,140,65,0,89,4.318,1,0,0,0,0,"s7",4.17726725645306,0.183732743546938
"1158",4.361,140,65,0,90,4.349,1,0,0,0,0,"s7",4.21096590221162,0.150034097788384
"1159",4.397,140,65,0,91,4.375,1,0,0,0,0,"s7",4.23856994395902,0.158430056040982
"1160",4.429,140,65,0,92,4.396,1,0,0,0,0,"s7",4.26125895346634,0.167741046533664
"1161",4.455,140,65,0,93,4.416,1,0,0,0,0,"s7",4.28226336635926,0.172736633640739
"1162",4.476,140,65,0,94,4.438,1,0,0,0,0,"s7",4.30345299802957,0.172547001970432
"1163",4.494,140,65,0,95,4.438,1,0,0,0,0,"s7",4.3107967005707,0.183203299429304
"1164",4.502,140,65,0,96,4.465,1,0,0,0,0,"s7",4.33364551983997,0.168354480160029
"1165",4.504,140,65,0,97,4.498,1,0,0,0,0,"s7",4.35805029468597,0.145949705314027
"1166",4.502,140,65,0,98,4.533,1,0,0,0,0,"s7",4.38133021099511,0.120669789004888
"1167",4.497,140,65,0,99,4.566,1,0,0,0,0,"s7",4.40208200307029,0.09491799692971
"1168",4.495,140,65,0,100,4.594,1,0,0,0,0,"s7",4.42005727171501,0.0749427282849853
"1169",4.495,140,65,0,101,4.619,1,0,0,0,0,"s7",4.43653644992656,0.0584635500734434
"1170",4.498,140,65,0,102,4.642,1,0,0,0,0,"s7",4.45204125301968,0.0459587469803227
"1171",4.509,140,65,0,103,4.666,1,0,0,0,0,"s7",4.46757821197917,0.0414217880208341
"1172",4.528,140,65,0,104,4.695,1,0,0,0,0,"s7",4.48442559336775,0.0435744066322465
"1173",4.55,140,65,0,105,4.727,1,0,0,0,0,"s7",4.50181558160612,0.0481844183938822
"1174",4.573,140,65,0,106,4.727,1,0,0,0,0,"s7",4.50836200988186,0.0646379901181433
"1175",4.597,140,65,0,107,4.758,1,0,0,0,0,"s7",4.52479959958263,0.0722004004173753
"1176",4.624,140,65,0,108,4.787,1,0,0,0,0,"s7",4.53964513811631,0.0843548618836918
"1177",4.652,140,65,0,109,4.81,1,0,0,0,0,"s7",4.55135300366895,0.100646996331052
"1178",4.676,140,65,0,110,4.829,1,0,0,0,0,"s7",4.56036549111698,0.115634508883019
"1179",4.695,140,65,0,111,4.846,1,0,0,0,0,"s7",4.56705804964553,0.127941950354472
"1180",4.695,140,65,0,112,4.865,1,0,0,0,0,"s7",4.57250682335834,0.122493176641665
"1181",4.706,140,65,0,113,4.885,1,0,0,0,0,"s7",4.57604217405841,0.12995782594159
"1182",4.715,140,65,0,114,4.905,1,0,0,0,0,"s7",4.57698367823533,0.138016321764665
"1183",4.724,140,65,0,115,4.924,1,0,0,0,0,"s7",4.57475384300836,0.149246156991639
"1184",4.732,140,65,0,116,4.94,1,0,0,0,0,"s7",4.56875435263955,0.163245647360454
"1185",4.734,140,65,0,117,4.94,1,0,0,0,0,"s7",4.55615498199594,0.177845018004062
"1186",4.727,140,65,0,118,4.954,1,0,0,0,0,"s7",4.5437979250193,0.183202074980697
"1187",4.698,140,65,0,119,4.969,1,0,0,0,0,"s7",4.52831381893553,0.169686181064466
"1188",4.64,140,65,0,120,4.979,1,0,0,0,0,"s7",4.50852071633833,0.131479283661673
"1189",4.555,140,65,0,121,4.976,1,0,0,0,0,"s7",4.48298176468047,0.07201823531953
"1190",4.555,140,65,0,122,4.954,1,0,0,0,0,"s7",4.44711619083751,0.107883809162495
"1191",4.446,140,65,0,123,4.898,1,0,0,0,0,"s7",4.38152157623089,0.0644784237691081
"1192",4.317,140,65,0,124,4.806,1,0,0,0,0,"s7",4.25768824597656,0.0593117540234402
"1193",4.173,140,65,0,125,4.684,1,0,0,0,0,"s7",4.06691157502388,0.106088424976115
"1194",4.018,140,65,0,126,4.538,1,0,0,0,0,"s7",3.83463673942029,0.183363260579706
"1195",3.854,140,65,0,127,4.538,1,0,0,0,0,"s7",3.7896139217459,0.0643860782540981
"1196",3.688,140,65,0,128,4.374,1,0,0,0,0,"s7",3.56186035049833,0.126139649501666
"1197",3.53,140,65,0,129,4.194,1,0,0,0,0,"s7",3.3643184186171,0.165681581382897
"1198",3.388,140,65,0,130,4.002,1,0,0,0,0,"s7",3.21326492722843,0.174735072771573
"1199",3.27,140,65,0,131,3.803,1,0,0,0,0,"s7",3.11512166563907,0.154878334360925
"1200",3.179,140,65,0,132,3.612,1,0,0,0,0,"s7",3.05260401922924,0.126395980770763
"1201",3.179,140,65,0,133,3.442,1,0,0,0,0,"s7",2.99659511604897,0.182404883951028
"1202",3.113,140,65,0,134,3.306,1,0,0,0,0,"s7",2.94215554308128,0.170844456918716
"1203",3.067,140,65,0,135,3.205,1,0,0,0,0,"s7",2.89430637865202,0.172693621347981
"1204",3.035,140,65,0,136,3.137,1,0,0,0,0,"s7",2.8574087411032,0.1775912588968
"1205",3.015,140,65,0,137,3.095,1,0,0,0,0,"s7",2.83204997070957,0.182950029290428
"1206",3.004,140,65,0,138,3.095,1,0,0,0,0,"s7",2.83678944276097,0.167210557239031
"1207",2.998,140,65,0,139,3.074,1,0,0,0,0,"s7",2.82328620375976,0.174713796240237
"1208",2.997,140,65,0,140,3.07,1,0,0,0,0,"s7",2.82406294952259,0.172937050477411
"1209",2.997,140,65,0,141,3.076,1,0,0,0,0,"s7",2.83535595249498,0.161644047505015
"1210",2.997,140,65,0,142,3.09,1,0,0,0,0,"s7",2.85687923753891,0.140120762461089
"1211",2.997,140,65,0,143,3.11,1,0,0,0,0,"s7",2.88760388300189,0.109396116998108
"1212",2.997,140,65,0,144,3.129,1,0,0,0,0,"s7",2.91978642536339,0.0772135746366081
"1213",2.995,140,65,0,145,3.144,1,0,0,0,0,"s7",2.94930550509583,0.0456944949041667
"1214",2.989,140,65,0,146,3.156,1,0,0,0,0,"s7",2.97668619829717,0.0123138017028257
"1215",2.978,140,65,0,147,3.16,1,0,0,0,0,"s7",2.99476503151815,-0.016765031518148
"1216",2.96,140,65,0,148,3.16,1,0,0,0,0,"s7",3.0076832269894,-0.0476832269893972
"1217",2.937,140,65,0,149,3.162,1,0,0,0,0,"s7",3.02322515176367,-0.0862251517636672
"1218",2.91,140,65,0,150,3.159,1,0,0,0,0,"s7",3.0311482664171,-0.121148266417104
"1219",2.88,140,65,0,151,3.149,1,0,0,0,0,"s7",3.02719067659211,-0.147190676592108
"1220",2.847,140,65,0,152,3.136,1,0,0,0,0,"s7",3.01616059942691,-0.169160599426907
"1221",2.814,140,65,0,153,3.12,1,0,0,0,0,"s7",2.99711316148034,-0.183113161480341
"1222",2.814,140,65,0,154,3.103,1,0,0,0,0,"s7",2.97285719020364,-0.158857190203638
"1223",2.782,140,65,0,155,3.084,1,0,0,0,0,"s7",2.94112414902812,-0.159124149028119
"1224",2.752,140,65,0,156,3.065,1,0,0,0,0,"s7",2.90558885968555,-0.153588859685545
"1225",2.725,140,65,0,157,3.048,1,0,0,0,0,"s7",2.87079256296842,-0.145792562968424
"1226",2.7,140,65,0,158,3.032,1,0,0,0,0,"s7",2.83521594376013,-0.135215943760132
"1227",2.68,140,65,0,159,3.032,1,0,0,0,0,"s7",2.83378527649064,-0.153785276490635
"1228",2.664,140,65,0,160,3.019,1,0,0,0,0,"s7",2.80120985210932,-0.137209852109324
"1229",2.652,140,65,0,161,3.008,1,0,0,0,0,"s7",2.77152547017895,-0.119525470178948
"1230",2.645,140,65,0,162,2.998,1,0,0,0,0,"s7",2.74279292896047,-0.0977929289604718
"1231",2.639,140,65,0,163,2.989,1,0,0,0,0,"s7",2.71532666213095,-0.0763266621309522
"1232",2.639,140,65,0,164,2.982,1,0,0,0,0,"s7",2.69186626047099,-0.0528662604709873
"1233",2.635,140,65,0,165,2.975,1,0,0,0,0,"s7",2.6677395657066,-0.0327395657066045
"1234",2.632,140,65,0,166,2.972,1,0,0,0,0,"s7",2.65299299157887,-0.0209929915788747
"1235",2.628,140,65,0,167,2.968,1,0,0,0,0,"s7",2.63541985436718,-0.00741985436718018
"1236",2.623,140,65,0,168,2.962,1,0,0,0,0,"s7",2.61272377737,0.0102762226300048
"1237",2.619,140,65,0,169,2.962,1,0,0,0,0,"s7",2.60453114212172,0.0144688578782848
"1238",2.613,140,65,0,170,2.955,1,0,0,0,0,"s7",2.5793893794017,0.0336106205983011
"1239",2.608,140,65,0,171,2.946,1,0,0,0,0,"s7",2.54986005701898,0.058139942981025
"1240",2.6,140,65,0,172,2.939,1,0,0,0,0,"s7",2.52563797040849,0.0743620295915091
"1241",2.592,140,65,0,173,2.932,1,0,0,0,0,"s7",2.50210268681362,0.0898973131863778
"1242",2.583,140,65,0,174,2.923,1,0,0,0,0,"s7",2.47497377487263,0.108026225127367
"1243",2.583,140,65,0,175,2.916,1,0,0,0,0,"s7",2.45337562477543,0.129624375224568
"1244",2.575,140,65,0,176,2.909,1,0,0,0,0,"s7",2.43288904471473,0.142110955285268
"1245",2.567,140,65,0,177,2.901,1,0,0,0,0,"s7",2.41158922640123,0.155410773598774
"1246",2.562,140,65,0,178,2.897,1,0,0,0,0,"s7",2.39955986450016,0.162440135499837
"1247",0.113,140,130,0,1,0.096,1,0,1,0,0,"s8",0.295338324978822,-0.182338324978822
"1248",0.111,140,130,0,2,0.172,1,0,1,0,0,"s8",0.256282229400493,-0.145282229400493
"1249",0.108,140,130,0,3,0.285,1,0,1,0,0,"s8",0.229850158760149,-0.121850158760149
"1250",0.105,140,130,0,4,0.432,1,0,1,0,0,"s8",0.234606899447868,-0.129606899447868
"1251",0.102,140,130,0,5,0.609,1,0,1,0,0,"s8",0.262878944148751,-0.160878944148751
"1252",0.102,140,130,0,6,0.81,1,0,1,0,0,"s8",0.284510739385628,-0.182510739385628
"1253",0.102,140,130,0,7,1.033,1,0,1,0,0,"s8",0.28434282335721,-0.18234282335721
"1254",0.107,140,130,0,8,1.272,1,0,1,0,0,"s8",0.277550359184025,-0.170550359184025
"1255",0.114,140,130,0,9,1.52,1,0,1,0,0,"s8",0.283085412644526,-0.169085412644526
"1256",0.124,140,130,0,10,1.768,1,0,1,0,0,"s8",0.307453367100552,-0.183453367100552
"1257",0.138,140,130,0,11,1.768,1,0,1,0,0,"s8",0.307689233060478,-0.169689233060478
"1258",0.155,140,130,0,12,1.998,1,0,1,0,0,"s8",0.33857358451801,-0.18357358451801
"1259",0.179,140,130,0,13,2.204,1,0,1,0,0,"s8",0.357353232537414,-0.178353232537414
"1260",0.208,140,130,0,14,2.379,1,0,1,0,0,"s8",0.367020491942031,-0.159020491942031
"1261",0.245,140,130,0,15,2.523,1,0,1,0,0,"s8",0.386387475344993,-0.141387475344993
"1262",0.245,140,130,0,16,2.638,1,0,1,0,0,"s8",0.423281486457582,-0.178281486457582
"1263",0.288,140,130,0,17,2.726,1,0,1,0,0,"s8",0.470943913194525,-0.182943913194525
"1264",0.34,140,130,0,18,2.791,1,0,1,0,0,"s8",0.51928316481939,-0.17928316481939
"1265",0.399,140,130,0,19,2.838,1,0,1,0,0,"s8",0.562334787516198,-0.163334787516198
"1266",0.461,140,130,0,20,2.873,1,0,1,0,0,"s8",0.599769447543622,-0.138769447543622
"1267",0.524,140,130,0,21,2.873,1,0,1,0,0,"s8",0.606094877650411,-0.0820948776504111
"1268",0.587,140,130,0,22,2.897,1,0,1,0,0,"s8",0.637259392313598,-0.0502593923135977
"1269",0.647,140,130,0,23,2.916,1,0,1,0,0,"s8",0.665403153628854,-0.018403153628854
"1270",0.706,140,130,0,24,2.932,1,0,1,0,0,"s8",0.692035566399854,0.0139644336001457
"1271",0.764,140,130,0,25,2.947,1,0,1,0,0,"s8",0.718961492473124,0.0450385075268755
"1272",0.822,140,130,0,26,2.968,1,0,1,0,0,"s8",0.753487734655712,0.0685122653442877
"1273",0.822,140,130,0,27,2.992,1,0,1,0,0,"s8",0.792452811344301,0.0295471886556985
"1274",0.88,140,130,0,28,3.022,1,0,1,0,0,"s8",0.83909032534499,0.0409096746550105
"1275",0.937,140,130,0,29,3.061,1,0,1,0,0,"s8",0.896738396748932,0.0402616032510676
"1276",0.993,140,130,0,30,3.107,1,0,1,0,0,"s8",0.962883249464767,0.0301167505352334
"1277",1.046,140,130,0,31,3.157,1,0,1,0,0,"s8",1.03324871185837,0.0127512881416258
"1278",1.099,140,130,0,32,3.157,1,0,1,0,0,"s8",1.04659232669925,0.0524076733007504
"1279",1.153,140,130,0,33,3.21,1,0,1,0,0,"s8",1.11794783994624,0.0350521600537621
"1280",1.206,140,130,0,34,3.264,1,0,1,0,0,"s8",1.18732304737884,0.0186769526211612
"1281",1.259,140,130,0,35,3.313,1,0,1,0,0,"s8",1.24771280476974,0.0112871952302576
"1282",1.309,140,130,0,36,3.359,1,0,1,0,0,"s8",1.30119837261865,0.00780162738134949
"1283",1.355,140,130,0,37,3.401,1,0,1,0,0,"s8",1.34719538220079,0.00780461779920794
"1284",1.355,140,130,0,38,3.44,1,0,1,0,0,"s8",1.38713584127798,-0.0321358412779753
"1285",1.397,140,130,0,39,3.481,1,0,1,0,0,"s8",1.42508317166081,-0.0280831716608054
"1286",1.431,140,130,0,40,3.523,1,0,1,0,0,"s8",1.46004923505786,-0.0290492350578559
"1287",1.459,140,130,0,41,3.563,1,0,1,0,0,"s8",1.49029299158718,-0.0312929915871845
"1288",1.483,140,130,0,42,3.599,1,0,1,0,0,"s8",1.51538968765871,-0.0323896876587144
"1289",1.502,140,130,0,43,3.599,1,0,1,0,0,"s8",1.52113086949717,-0.0191308694971728
"1290",1.518,140,130,0,44,3.628,1,0,1,0,0,"s8",1.54020583300239,-0.0222058330023867
"1291",1.531,140,130,0,45,3.654,1,0,1,0,0,"s8",1.55648606771084,-0.0254860677108419
"1292",1.54,140,130,0,46,3.68,1,0,1,0,0,"s8",1.5715471209254,-0.0315471209254023
"1293",1.547,140,130,0,47,3.707,1,0,1,0,0,"s8",1.58585124745717,-0.0388512474571703
"1294",1.547,140,130,0,48,3.737,1,0,1,0,0,"s8",1.60005673424706,-0.053056734247056
"1295",1.554,140,130,0,49,3.77,1,0,1,0,0,"s8",1.61405516174714,-0.0600551617471357
"1296",1.561,140,130,0,50,3.805,1,0,1,0,0,"s8",1.62753126643187,-0.0665312664318733
"1297",1.57,140,130,0,51,3.84,1,0,1,0,0,"s8",1.6400778519662,-0.070077851966198
"1298",1.583,140,130,0,52,3.878,1,0,1,0,0,"s8",1.65253150149434,-0.0695315014943427
"1299",1.599,140,130,0,53,3.878,1,0,1,0,0,"s8",1.65660701324755,-0.0576070132475512
"1300",1.618,140,130,0,54,3.914,1,0,1,0,0,"s8",1.66809944471317,-0.0500994447131691
"1301",1.642,140,130,0,55,3.95,1,0,1,0,0,"s8",1.67924163279511,-0.0372416327951128
"1302",1.669,140,130,0,56,3.984,1,0,1,0,0,"s8",1.68982201840404,-0.0208220184040391
"1303",1.7,140,130,0,57,4.013,1,0,1,0,0,"s8",1.69949239258774,0.00050760741225564
"1304",1.733,140,130,0,58,4.038,1,0,1,0,0,"s8",1.70857926775063,0.0244207322493732
"1305",1.733,140,130,0,59,4.058,1,0,1,0,0,"s8",1.71701077158793,0.0159892284120666
"1306",1.765,140,130,0,60,4.072,1,0,1,0,0,"s8",1.72467662510577,0.0403233748942251
"1307",1.795,140,130,0,61,4.082,1,0,1,0,0,"s8",1.73191972129242,0.0630802787075804
"1308",1.821,140,130,0,62,4.088,1,0,1,0,0,"s8",1.73872522194328,0.0822747780567239
"1309",1.843,140,130,0,63,4.09,1,0,1,0,0,"s8",1.74505486793474,0.0979451320652556
"1310",1.862,140,130,0,64,4.09,1,0,1,0,0,"s8",1.75121328516672,0.110786714833282
"1311",1.878,140,130,0,65,4.09,1,0,1,0,0,"s8",1.75754035043167,0.120459649568333
"1312",1.887,140,130,0,66,4.092,1,0,1,0,0,"s8",1.76442324066147,0.122576759338528
"1313",1.892,140,130,0,67,4.1,1,0,1,0,0,"s8",1.77269707096259,0.119302929037414
"1314",1.893,140,130,0,68,4.108,1,0,1,0,0,"s8",1.78123024731043,0.11176975268957
"1315",1.893,140,130,0,69,4.117,1,0,1,0,0,"s8",1.79023569493606,0.102764305063944
